country,alcohol_type,servings
Lebanon,spirit_servings,55
Lebanon,spirit_servings,55
Lebanon,spirit_servings,55
Lebanon,spirit_servings,55
Lebanon,spirit_servings,55
Lebanon,spirit_servings,55
Lebanon,spirit_servings,55
Lebanon,spirit_servings,55
Lebanon,spirit_servings,55
Lebanon,spirit_servings,55
Lebanon,spirit_servings,55
Lebanon,spirit_servings,55
Lebanon,spirit_servings,55
Lebanon,spirit_servings,55
Lebanon,spirit_servings,55
Lebanon,spirit_servings,55
Lebanon,spirit_servings,55
Lebanon,spirit_servings,55
Lebanon,spirit_servings,55
Lebanon,spirit_servings,55
Lebanon,spirit_servings,55
Lesotho,spirit_servings,29
Lesotho,spirit_servings,29
